# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 30 01:49:21 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,2.28936300,1.480,2.79000,M-R relationship,,,5171.00,0.80,0.83,-0.030,[Fe/H],418.3950000
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,5.21396500,2.270,5.77000,M-R relationship,,,5171.00,0.80,0.83,-0.030,[Fe/H],418.3950000
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,18.09830000,2.170,5.35000,M-R relationship,,,5782.33,1.22,1.11,,,611.8040000
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,34.88500000,1.600,3.19000,M-R relationship,,,4982.79,0.76,0.91,,,283.2900000
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,15.28078000,1.260,2.13000,M-R relationship,,,6004.00,0.98,0.99,-0.180,[Fe/H],320.0700000
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,23.22855500,2.320,5.99000,M-R relationship,,,6004.00,0.98,0.99,-0.180,[Fe/H],320.0700000
EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,0.57865700,1.200,1.87000,M-R relationship,,,5765.00,0.93,1.00,-0.390,[Fe/H],561.9290000
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,11.81143700,2.300,5.90000,M-R relationship,,,5765.00,0.93,1.00,-0.390,[Fe/H],561.9290000
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.60300000,2.586,7.20000,M-R relationship,0.200000,K3,4684.00,0.67,0.69,-0.137,[Fe/H],336.2500000
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,65.55000000,2.690,7.70000,M-R relationship,0.200000,K3,4684.00,0.67,0.69,-0.137,[Fe/H],336.2500000
EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,0.76240600,0.990,0.93700,M-R relationship,,,5620.00,0.89,0.95,0.280,[Fe/H],624.5120000
EPIC 220554210 c,K2-282,1,2,Transit,2019,0.70531000,1.600,3.19000,M-R relationship,,,5499.00,1.00,0.94,-0.230,[Fe/H],496.2890000
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.57121200,1.600,7.72000,Mass,0.000000,G5 V,5613.00,0.95,0.93,0.010,[Fe/H],244.5900000
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.33461500,2.200,5.80000,Mass,0.180000,G5 V,5613.00,0.95,0.93,0.010,[Fe/H],244.5900000
EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,0.72811300,1.100,1.37000,M-R relationship,,,3782.00,0.32,0.42,-0.180,[Fe/H],150.1240000
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,6.18023500,11.781,953.49000,Mass,,F5 V,6202.00,1.59,1.32,0.141,[Fe/H],372.6320000
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,3650.00000000,12.442,4131.79000,Mass,0.000000,,4898.00,2.70,0.90,-0.230,[Fe/H],551.8860000
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,3.59510000,1.950,8.75000,Mass,0.060000,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],321.2960000
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,15.62400000,3.670,14.67000,Mass,0.070000,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],321.2960000
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,35.74700000,3.940,10.18000,Mass,0.150000,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],321.2960000
FU Tau b,FU Tau,1,1,Imaging,2008,,12.200,5085.28000,Mass,,M7.25,2838.00,,0.05,,,133.4950466
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,2.30538000,1.390,2.50000,Msini,,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],16.0090000
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,8.05180000,1.760,3.75000,Msini,,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],16.0090000
G 9-40 b,G 9-40,1,1,Transit,2019,5.74600700,2.025,4.76000,M-R relationship,0.000000,M2.5 V,3348.00,0.31,0.29,0.040,[Fe/H],27.9276000
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,3.20400000,1.100,1.37000,Msini,0.310000,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],3.6727800
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,6.68900000,1.180,1.74000,Msini,0.290000,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],3.6727800
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,13.03100000,1.160,1.64000,Msini,0.530000,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],3.6727800
GJ 1132 b,GJ 1132,1,2,Transit,2015,1.62893100,1.130,1.66000,Mass,0.220000,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],12.6130000
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,8.92900000,1.430,2.64000,Msini,0.270000,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],12.6130000
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.38000000,11.900,96.70000,Msini,0.380000,M5,3287.00,0.36,0.34,0.160,[Fe/H],11.0143000
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,532.58000000,9.710,68.06000,Msini,0.342000,M5,3287.00,0.36,0.34,0.160,[Fe/H],11.0143000
GJ 1151 b,GJ 1151,1,1,Radial Velocity,2021,2.01800000,1.390,2.50000,Msini,0.000000,M4.5,3114.00,0.20,0.17,,,8.0362500
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040433,2.742,8.17000,Mass,0.063000,M4 V,3250.00,0.21,0.18,0.290,[Fe/H],14.6427000
GJ 1252 b,GJ 1252,1,1,Transit,2020,0.51823490,1.193,2.09000,Mass,0.000000,M3,3458.00,0.39,0.38,0.100,[Fe/H],20.3730000
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,3.65110000,2.630,7.40000,Msini,0.040000,M4.5 V,3236.00,0.19,0.18,-0.040,[Fe/H],10.2525000
GJ 143 b,GJ 143,1,2,Transit,2019,35.61253000,2.610,22.70000,Mass,0.188000,K4.5,4640.00,0.69,0.73,0.003,[Fe/H],16.3200000
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.44070000,1.550,3.03000,Msini,0.094000,M1,3607.00,0.38,0.38,-0.340,[Fe/H],3.5622800
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,7600.00000000,6.670,36.00000,Msini,0.270000,M1,3607.00,0.38,0.38,-0.340,[Fe/H],3.5622800
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,5.23540000,3.170,10.20000,Msini,0.060000,M0 V,4347.00,0.66,0.69,,,25.8557000
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182000,3.250,10.60000,Msini,0.073000,M,3500.00,0.41,0.40,0.100,[Fe/H],15.1285000
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058000,2.500,6.80000,Msini,0.099000,M,3500.00,0.41,0.40,0.100,[Fe/H],15.1285000
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116000,5.920,29.40000,Msini,0.373000,M,3500.00,0.41,0.40,0.100,[Fe/H],15.1285000
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288.00000000,13.900,260.61000,Msini,0.210000,M3.5 V,3370.00,0.38,0.36,0.300,[Fe/H],12.3560000
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,17.13300000,2.430,6.49000,Msini,0.070000,M2 V,3371.00,0.41,0.43,,,11.9407000
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,24.32900000,2.410,6.40000,Msini,0.090000,M2 V,3371.00,0.41,0.43,,,11.9407000
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,106.30000000,2.660,7.56000,Msini,0.140000,M3,3811.50,0.41,0.43,,,11.9407000
GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,69.97100000,4.170,16.20000,Msini,0.720000,M0V:,4069.95,0.71,0.62,,,28.4434000
GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,121.99500000,2.600,7.26800,Msini,0.190000,M1.5V,3912.54,0.46,0.58,,,5.7562400
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,526.11500000,2.850,8.47800,Msini,0.100000,M1/M2 V,3564.00,0.46,0.58,,,5.7562400
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,14.23800000,1.830,4.00000,Msini,0.100000,M3.0 V,3451.00,0.36,0.36,-0.030,[Fe/H],5.5805700
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,15.81900000,3.660,13.00000,Msini,0.080000,M0.5 V,3542.00,0.52,0.53,,,23.6062000
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,18.64980000,1.510,2.89000,Msini,0.100000,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],5.9215350
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,4.72340000,1.060,1.18000,Msini,0.170000,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],5.9215350
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71000000,13.100,1071.04000,Msini,0.511000,G6 V,5540.00,0.90,0.90,0.100,[Fe/H],17.5559000
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,11.94900000,2.790,8.20000,Msini,0.220000,M4,3910.00,0.47,0.47,,,16.6186000
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,1.22003000,1.180,1.78000,Msini,0.190000,M0,3717.00,0.50,0.68,-0.300,[Fe/H],28.4712000
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,5.97400000,1.880,4.18000,Msini,0.110000,M0,3717.00,0.50,0.68,-0.300,[Fe/H],28.4712000
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,257.80000000,3.230,10.50000,Msini,0.320000,M0,3717.00,0.50,0.68,-0.300,[Fe/H],28.4712000
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,695.66000000,13.300,794.50000,Mass,0.070000,M2.5 V,3492.73,0.43,0.42,0.301,[Fe/H],15.1968000
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,6739.32300000,13.500,522.50000,Msini,0.170000,M2.5 V,3492.73,0.43,0.42,0.301,[Fe/H],15.1968000
GJ 328 b,GJ 328,1,1,Radial Velocity,2013,4100.00000000,13.300,731.00000,Msini,0.370000,M1,3900.00,0.65,0.69,0.000,[M/H],20.5266000
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,30.59870000,5.190,23.54000,Msini,0.060000,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],20.1903000
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,122.61960000,4.870,21.09000,Msini,0.110000,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],20.1903000
GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,48.13450000,2.670,7.60000,Msini,0.120000,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],20.1903000
GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,13.25430000,1.630,3.28000,Msini,0.210000,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],20.1903000
GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,5.36360000,1.230,2.02000,Msini,0.230000,M4,3159.00,0.12,0.16,-0.270,[Fe/H],5.3748400
GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,40.54000000,1.320,2.31000,Msini,0.170000,M4,3159.00,0.12,0.16,-0.270,[Fe/H],5.3748400
GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,14.20700000,2.460,6.60000,Msini,0.310000,M2.5,3526.00,0.44,0.47,-0.090,[Fe/H],23.6190000
GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,24.45000000,3.190,10.27000,Msini,0.110000,M0.0 V,4005.00,0.58,0.64,-0.030,[Fe/H],6.3325600
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.33664960,4.570,13.90000,Mass,0.017000,M1.5,3600.00,0.55,0.54,0.200,[Fe/H],29.4214000
GJ 3473 b,GJ 3473,2,2,Transit,2020,1.19800350,1.264,1.86000,Mass,0.000000,M4,3347.00,0.36,0.36,0.110,[Fe/H],27.3644000
GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,15.50900000,2.630,7.41000,Msini,0.000000,M4,3347.00,0.36,0.36,0.110,[Fe/H],27.3644000
GJ 3512 b,GJ 3512,1,1,Radial Velocity,2019,203.59000000,14.300,147.15529,Msini,0.435600,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],9.4863700
GJ 357 b,GJ 357,1,3,Transit,2019,3.93072000,1.217,1.84000,Mass,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],9.4418100
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,9.12470000,1.660,3.40000,Msini,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],9.4418100
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,55.66100000,2.340,6.10000,Msini,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],9.4418100
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,2.64561000,2.830,8.40000,Mass,0.080000,M2.5,3517.00,0.43,0.45,,,20.3779000
GJ 367 b,GJ 367,1,1,Transit,2021,0.32196200,0.718,0.54600,Mass,0.000000,M1.0 V,3522.00,0.46,0.45,-0.010,[Fe/H],9.4126300
GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,3.02320000,2.750,8.00000,Msini,0.070000,M4.0 V,3324.00,0.28,0.27,0.000,[Fe/H],13.7430000
GJ 3929 b,GJ 3929,1,1,Transit,2022,2.61627450,1.150,1.21000,Mass,,M3.5 V,3369.00,0.32,0.31,0.000,[Fe/H],15.8095000
GJ 393 b,GJ 393,1,1,Radial Velocity,2021,7.02679000,1.170,1.71000,Msini,,M2.0 V,3579.00,0.43,0.43,-0.090,[Fe/H],7.0314900
GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,6.90500000,2.570,7.14000,Msini,0.121000,M0,3867.00,0.61,0.63,-0.040,[Fe/H],16.9287000
GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,2.64977000,1.380,2.47000,Msini,0.000000,M1,3722.00,0.49,0.50,-0.160,[Fe/H],18.1459000
GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,13.74000000,2.380,6.26000,Msini,0.049000,M1,3722.00,0.49,0.50,-0.160,[Fe/H],18.1459000
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,12.93940000,1.450,2.69000,Msini,0.063000,M1.5 V,3719.00,0.37,0.39,-0.362,[Fe/H],5.6757730
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,50.80000000,2.630,7.60000,Msini,0.450000,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],11.8893000
GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,749.83000000,8.400,53.83000,Msini,0.105000,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],11.8893000
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,20.12900000,3.330,11.07000,Msini,0.110000,M3.5 V,3323.00,0.37,0.35,,,12.6631000
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,13.35200000,4.220,16.57000,Msini,0.370000,M4.0,3387.00,0.41,0.41,0.120,[Fe/H],21.3362000
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,7.37050000,2.330,6.04300,Msini,0.040000,M1.5 V,3461.00,0.50,0.48,-0.170,[Fe/H],9.0645600
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,5094.10500000,6.270,32.42200,Msini,0.120000,M1.5 V,3472.00,0.47,0.48,-0.170,[Fe/H],9.0645600
GJ 433 d,GJ 433,1,3,Radial Velocity,2020,36.05900000,2.140,5.22300,Msini,0.070000,M2V,3461.00,0.47,0.48,-0.170,[Fe/H],9.0645600
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64388312,4.170,22.10000,Mass,0.138270,M2.5 V,3586.11,0.46,0.47,0.099,[Fe/H],9.7532100
GJ 480 b,GJ 480,1,1,Radial Velocity,2020,9.56700000,3.690,13.20000,Msini,0.100000,M3.5 Ve,3381.00,0.46,0.45,,,14.2358000
GJ 486 b,GJ 486,1,1,Radial Velocity,2021,1.46711900,1.305,2.82000,Mass,0.050000,M3.5 V,3340.00,0.33,0.32,0.070,[Fe/H],8.0742600
GJ 504 b,GJ 504,1,1,Imaging,2013,,13.000,1271.30000,Mass,,G0 V,6234.00,1.26,1.22,0.280,[Fe/H],17.5299000
GJ 514 b,GJ 514,1,1,Radial Velocity,2022,140.43000000,2.130,5.20000,Msini,0.450000,M0.5-1.0 V,3728.00,0.50,0.51,-0.140,[Fe/H],7.6177800
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,8.70760000,2.170,5.36000,Msini,0.080000,M1 V,3685.00,0.50,0.52,-0.080,[Fe/H],10.4092000
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.36860000,4.110,15.80000,Msini,0.000000,M3 V,3396.00,0.33,0.31,-0.088,[Fe/H],6.2981000
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.91400000,2.210,5.50000,Msini,0.000000,M3 V,3396.00,0.33,0.31,-0.088,[Fe/H],6.2981000
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.14900000,1.170,1.70000,Msini,0.000000,M3 V,3396.00,0.33,0.31,-0.088,[Fe/H],6.2981000
GJ 625 b,GJ 625,1,1,Radial Velocity,2017,14.62800000,1.490,2.82000,Msini,0.130000,M2,3499.00,0.31,0.30,-0.380,[Fe/H],6.4724900
GJ 649 b,GJ 649,1,1,Radial Velocity,2009,598.30000000,12.500,104.24400,Msini,0.300000,M1.5,3700.00,0.50,0.54,0.080,[Fe/H],10.3796000
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,7.20040000,2.230,5.60000,Msini,0.130000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,28.14000000,1.770,3.80000,Msini,0.020000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,62.24000000,1.450,2.70000,Msini,0.020000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,39.02600000,1.450,2.70000,Msini,0.030000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,256.20000000,1.990,4.60000,Msini,0.080000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
GJ 674 b,GJ 674,1,1,Radial Velocity,2007,4.69380000,3.330,11.09000,Msini,0.200000,M2.5,3600.00,0.36,0.35,-0.280,[Fe/H],4.5489600
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1056.80005000,12.700,2129.46100,Mass,0.330000,M0 V,3734.00,0.69,0.73,0.080,[Fe/H],16.0272000
GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,7337.00000000,12.700,2161.24400,Msini,,M0,4006.03,0.65,0.63,0.230,[Fe/H],16.0272000
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,3.60050000,1.930,4.40000,Msini,0.262000,M0 V,4006.03,0.65,0.71,0.230,[Fe/H],16.0272000
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,35.39000000,2.770,8.10000,Msini,0.125000,M0 V,4006.03,0.65,0.71,0.230,[Fe/H],16.0272000
GJ 682 b,GJ 682,1,2,Radial Velocity,2014,17.47800000,1.930,4.40000,Msini,0.080000,M3.5 V,3028.00,0.30,0.27,,,5.0067100
GJ 682 c,GJ 682,1,2,Radial Velocity,2014,57.32000000,2.890,8.70000,Msini,0.100000,M3.5 V,3028.00,0.30,0.27,,,5.0067100
GJ 685 b,GJ 685,1,1,Radial Velocity,2019,24.16000000,2.950,9.00000,Msini,0.000000,M0.5,3816.00,0.54,0.55,-0.150,[Fe/H],14.3155000
GJ 687 b,GJ 687,1,2,Radial Velocity,2014,38.14200000,4.320,17.20000,Msini,0.170000,M3 V,3413.00,0.42,0.40,0.063,[Fe/H],4.5493900
GJ 687 c,GJ 687,1,2,Radial Velocity,2020,727.56200000,4.140,16.00000,Msini,0.400000,M3.0V,3413.00,0.42,0.40,0.063,[Fe/H],4.5493900
GJ 720 A b,GJ 720 A,2,1,Radial Velocity,2021,19.46600000,3.770,13.64000,Msini,0.120000,M0.5 V,3837.00,0.56,0.57,-0.140,[Fe/H],15.5575000
GJ 740 b,GJ 740,1,1,Radial Velocity,2021,2.37756000,1.530,2.96000,Msini,0.240000,M1.0 V,3913.00,0.56,0.58,0.080,[Fe/H],11.1017000
GJ 832 b,GJ 832,1,2,Radial Velocity,2008,3657.00000000,14.000,216.00000,Msini,0.080000,M1.5,3472.00,0.44,0.45,-0.300,[Fe/H],4.9643500
GJ 832 c,GJ 832,1,2,Radial Velocity,2014,35.68000000,2.180,5.40000,Msini,0.180000,M1.5V,3472.00,0.44,0.45,-0.300,[Fe/H],4.9643500
GJ 849 b,GJ 849,1,2,Radial Velocity,2006,1915.00000000,13.900,286.04557,Msini,0.038000,M3.5,3562.68,0.47,0.49,0.220,[Fe/H],8.8005800
GJ 849 c,GJ 849,1,2,Radial Velocity,2014,7068.00000000,14.000,223.11554,Msini,0.099000,M3.5,3562.68,0.47,0.49,0.220,[Fe/H],8.8005800
GJ 86 b,GJ 86,2,1,Radial Velocity,1999,15.76491000,12.900,1404.80860,Msini,0.040000,K1V,5182.00,0.77,0.93,-0.220,[Fe/H],10.7836000
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.11660000,13.300,723.22350,Mass,0.032400,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],4.6751700
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.08810000,14.000,226.98460,Mass,0.255910,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],4.6751700
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.93778000,2.510,6.83000,Mass,0.207000,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],4.6751700
GJ 876 e,GJ 876,1,4,Radial Velocity,2010,124.26000000,3.920,14.60000,Mass,0.055000,M2.5V,3271.00,0.30,0.32,0.213,[Fe/H],4.6751700
GJ 887 b,GJ 887,1,2,Radial Velocity,2020,9.26200000,1.880,4.20000,Msini,0.000000,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],3.2900000
GJ 887 c,GJ 887,1,2,Radial Velocity,2020,21.78900000,2.670,7.60000,Msini,,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],3.2900000
GJ 9066 b,GJ 9066,1,2,Radial Velocity,2020,241.88300000,6.100,30.90000,Msini,0.180000,M4.5 V,3154.00,0.16,0.15,-0.130,[Fe/H],4.4710000
GJ 9066 c,GJ 9066,1,2,Radial Velocity,2020,771.36000000,9.600,66.74397,Msini,0.460000,M5.0 V,3154.00,0.16,0.15,-0.130,[Fe/H],4.4710000
GJ 96 b,GJ 96,1,1,Radial Velocity,2018,73.94000000,4.670,19.66000,Msini,0.440000,M2,3785.00,0.58,0.60,0.140,[Fe/H],11.9315000
GJ 9689 b,GJ 9689,1,1,Radial Velocity,2020,18.27000000,3.070,9.65000,Msini,0.290000,M0.5,3836.00,0.57,0.59,0.050,[Fe/H],30.6203000
GJ 9827 b,GJ 9827,1,3,Transit,2017,1.20898190,1.577,4.91000,Mass,0.000000,K6 V,4340.00,0.60,0.61,-0.260,[m/H],29.6610000
GJ 9827 c,GJ 9827,1,3,Transit,2017,3.64809570,1.241,0.84000,Mass,0.000000,K6 V,4340.00,0.60,0.61,-0.260,[m/H],29.6610000
GJ 9827 d,GJ 9827,1,3,Transit,2017,6.20146980,2.022,4.04000,Mass,0.000000,K6 V,4340.00,0.60,0.61,-0.260,[m/H],29.6610000
GPX-1 b,GPX-1,1,1,Transit,2021,1.74457900,16.477,6261.21962,Mass,0.000000,F2,7000.00,1.56,1.68,0.350,[Fe/H],655.0130000
GQ Lup b,GQ Lup,1,1,Imaging,2004,,33.600,6356.00000,Mass,,K7e V,4360.00,1.94,0.70,-0.350,[Fe/H],151.1690000
GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010,,20.176,5000.00000,Mass,,K7,4200.00,0.90,0.90,-0.060,[Fe/H],108.5000000
GU Psc b,GU Psc,1,1,Imaging,2014,,14.179,3591.30000,Mass,,M3,4031.81,0.45,0.33,0.100,[Fe/H],47.5501000
Gl 378 b,Gl 378,1,1,Radial Velocity,2019,3.82200000,3.660,13.02000,Msini,0.109000,M1,3879.00,0.56,0.56,0.060,[Fe/H],14.9545000
Gl 49 b,Gl 49,2,1,Radial Velocity,2019,13.85080000,2.240,5.63000,Msini,0.363000,M1.5 V,3805.00,0.51,0.52,0.130,[Fe/H],9.8528000
Gl 686 b,Gl 686,1,1,Radial Velocity,2018,15.53000000,2.460,6.62400,Msini,0.050000,M1.0 V,3656.00,0.43,0.43,-0.230,[Fe/H],8.1572800
HAT-P-1 b,HAT-P-1,2,1,Transit,2006,4.46529976,14.785,166.86075,Mass,0.000000,G0 V,5980.00,1.17,1.15,0.130,[Fe/H],158.9790000
HAT-P-11 b,HAT-P-11,1,2,Transit,2008,4.88780244,4.360,26.69772,Mass,0.218000,K4,4780.00,0.68,0.81,0.310,[Fe/H],37.7647000
HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,3407.00000000,13.300,731.00900,Mass,0.601000,K4,4780.00,0.68,0.81,0.310,[Fe/H],37.7647000
HAT-P-12 b,HAT-P-12,1,1,Transit,2009,3.21305980,10.749,67.05900,Mass,0.000000,K4,4650.00,0.70,0.73,-0.290,[Fe/H],142.7510000
HAT-P-13 b,HAT-P-13,1,2,Transit,2009,2.91625000,14.258,270.46200,Mass,0.013300,G4,5653.00,1.76,1.32,0.460,[Fe/H],246.8100000
HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009,446.27000000,12.300,4538.42100,Msini,0.661600,G4,5653.00,1.76,1.32,0.460,[Fe/H],246.8100000
HAT-P-14 b,HAT-P-14,2,1,Transit,2010,4.62767000,15.917,1093.33520,Mass,0.110000,F5 V,6600.00,1.82,2.65,0.110,[Fe/H],222.6630000
